1	Hour(UTC)	Latitude	Longitude	Coordinates zone	Coordinates X	Coordinates Y	Depth	Magnitude	Origin	Dx(m)	Dy(m)	Dz(m)	Zone
2012	53:34.7	30.01335529	-91.13680209	15N 	679693	3321727	1559	-0.97	Located Deep Event	80	160	70					
2013	00:50.5	30.01308902	-91.13647532	15N 	679725	3321698	1599	-1.68	Located Deep Event	90	170	70					
2014	23:22.3	30.01362874	-91.13636156	15N 	679735	3321758	1582	-1.67	Located Deep Event	90	170	70					
2015	36:47.6	30.01083332	-91.14029098	15N 	679361	3321442	1481	-0.5	Located Deep Event	100	90	20	TexasBrine				
2016	37:53.7	30.01012779	-91.14080174	15N 	679313	3321363	1916	-0.16	Located Deep Event	180	140	130	TexasBrine				
2017	41:28.1	30.01164332	-91.14142658	15N 	679250	3321530	823	-1.17	Located Deep Event	20	20	10	TexasBrine				
2018	35:05.0	30.01338455	-91.13695704	15N 	679678	3321730	1563	-1.46	Located Deep Event	90	160	70					
2019	34:20.2	30.00804636	-91.13143825	15N 	680220	3321147	1598	-0.82	Located Deep Event	100	170	50					
2020	34:41.8	30.00890731	-91.13234473	15N 	680131	3321241	1685	-0.99	Located Deep Event	110	160	50					
2021	21:08.4	30.01013609	-91.14266758	15N 	679133	3321361	719	-1.8	Located Deep Event	40	40	20	TexasBrine				
2022	21:38.9	30.01268682	-91.12847963	15N 	680497	3321666	1613	-0.67	Located Deep Event	50	240	100					
2023	43:39.2	30.00821184	-91.14312846	15N 	679092	3321147	1439	-0.59	Located Deep Event	120	100	170	TexasBrine				
2024	44:16.0	30.00820282	-91.14312863	15N 	679092	3321146	1442	-1.45	Located Deep Event	120	100	170	TexasBrine				
2025	06:56.0	30.01347387	-91.13689317	15N 	679684	3321740	159	-1.66	Located Shallow Event	160	90	40					
2026	00:43.0	30.01128443	-91.14156804	15N 	679237	3321490	263	-1.93	Located Shallow Event	50	50	20	TexasBrine				
2027	43:39.6	30.00800044	-91.14285251	15N 	679119	3321124	1503	-0.58	Located Deep Event	120	100	160	TexasBrine				
2028	06:58.7	30.01312643	-91.13784306	15N 	679593	3321700	139	-1.84	Located Shallow Event	140	70	20	TexasBrine				
2029	13:34.3	30.0081938	-91.1431288	15N 	679092	3321145	1442	-1.52	Located Deep Event	120	100	170	TexasBrine				
2030	11:35.4	30.00820282	-91.14312863	15N 	679092	3321146	1437	-1.16	Located Deep Event	110	100	170	TexasBrine				
2031	15:19.9	30.01124865	-91.14158944	15N 	679235	3321486	238	-1.89	Located Shallow Event	40	50	40	TexasBrine				
2032	21:09.9	30.00827791	-91.14333456	15N 	679072	3321154	1379	-1.34	Located Deep Event	110	110	170	TexasBrine				
2033	23:57.9	30.00786884	-91.14375683	15N 	679032	3321108	1420	-1.42	Located Deep Event	110	120	220	TexasBrine				
2034	45:23.4	30.00884781	-91.14664122	15N 	678752	3321212	693	-1.77	Located Deep Event	0	40	30					
2035	03:46.4	30.00707096	-91.14283872	15N 	679122	3321021	1623	-1.62	Located Deep Event	150	120	170	TexasBrine				
2036	14:23.4	30.01048552	-91.13930227	15N 	679457	3321405	1167	-1.53	Located Deep Event	70	50	30	TexasBrine				
2037	01:37.5	30.01227125	-91.13225059	15N 	680134	3321614	884	-1.67	Located Deep Event	40	140	70					
2038	57:53.2	30.01061201	-91.13995301	15N 	679394	3321418	1693	-1.39	Located Deep Event	160	140	30	TexasBrine				
2039	05:41.0	30.01334436	-91.13666752	15N 	679706	3321726	1600	-1.45	Located Deep Event	90	170	80					
2040	11:27.1	30.01352843	-91.13692325	15N 	679681	3321746	1602	-1.22	Located Deep Event	100	170	70					
2041	03:27.7	30.00962247	-91.14015807	15N 	679376	3321308	1181	-1.69	Located Deep Event	90	80	40	TexasBrine				
2042	30:34.6	29.99956623	-91.14040787	15N 	679370	3320193	1499	-1.39	Located Deep Event	210	30	130	TexasBrine				
2043	41:37.1	30.01310853	-91.13657863	15N 	679715	3321700	1600	-1.47	Located Deep Event	90	170	70					
2044	42:51.7	30.01338602	-91.13706069	15N 	679668	3321730	1601	-1.13	Located Deep Event	90	160	70					
2045	57:28.2	29.9999484	-91.14191412	15N 	679224	3320233	1481	-1.39	Located Deep Event	230	90	140	TexasBrine				
2046	40:07.0	30.01039334	-91.13980159	15N 	679409	3321394	1038	-1.82	Located Deep Event	40	30	20	TexasBrine				
2047	40:18.4	30.00964381	-91.13975338	15N 	679415	3321311	1184	-1.52	Located Deep Event	90	80	40	TexasBrine				
2048	40:59.0	30.01038497	-91.14048594	15N 	679343	3321392	1271	-1.48	Located Deep Event	100	80	30	TexasBrine				
2049	41:17.1	30.01014723	-91.14026231	15N 	679365	3321366	1235	-1.45	Located Deep Event	80	70	30	TexasBrine				
2050	41:30.3	30.00989277	-91.1401323	15N 	679378	3321338	1225	-1.6	Located Deep Event	90	90	30	TexasBrine				
2051	41:38.6	30.01021983	-91.14029206	15N 	679362	3321374	1286	-1.37	Located Deep Event	100	80	30	TexasBrine				
2052	41:49.5	30.01037199	-91.14020629	15N 	679370	3321391	1286	-1.69	Located Deep Event	90	80	30	TexasBrine				
2053	43:38.1	30.00953968	-91.14004559	15N 	679387	3321299	1487	-1	Located Deep Event	120	100	30	TexasBrine				
2054	44:42.2	30.01063526	-91.13968304	15N 	679420	3321421	1678	-1.11	Located Deep Event	140	130	30	TexasBrine				
2055	11:02.4	30.00953279	-91.14275139	15N 	679126	3321294	1080	-1.94	Located Deep Event	40	40	20	TexasBrine				
2056	05:18.5	30.00687958	-91.14398258	15N 	679012	3320998	925	-2.05	Located Deep Event	50	80	60	TexasBrine				
2057	08:07.7	30.01223502	-91.1322409	15N 	680135	3321610	955	-1.29	Located Deep Event	40	130	60					
2058	08:11.0	30.01214306	-91.13211822	15N 	680147	3321600	962	-1.69	Located Deep Event	30	130	60					
2059	01:24.9	30.01230155	-91.13247809	15N 	680112	3321617	958	-1.78	Located Deep Event	40	120	60					
2060	21:32.0	30.01238331	-91.13251802	15N 	680108	3321626	819	-0.82	Located Deep Event	50	130	60					
2061	21:36.6	30.01207958	-91.13273105	15N 	680088	3321592	776	-1.19	Located Deep Event	40	110	50					
2062	00:53.4	30.0103126	-91.1398342	15N 	679406	3321385	1347	-1.77	Located Deep Event	80	70	30	TexasBrine				
2063	24:51.8	30.01324505	-91.13284398	15N 	680075	3321721	878	-1.16	Located Deep Event	60	130	70					
2064	24:54.3	30.012121	-91.1324711	15N 	680113	3321597	939	-0.86	Located Deep Event	40	120	60					
2065	57:42.1	30.00395628	-91.14397481	15N 	679018	3320674	1068	-1.48	Located Deep Event	60	130	80	TexasBrine				
2066	42:40.1	30.01117649	-91.14159078	15N 	679235	3321478	240	-1.83	Located Shallow Event	30	40	20	TexasBrine				
2067	42:40.6	30.01122159	-91.14158994	15N 	679235	3321483	240	-2.11	Located Shallow Event	20	20	10	TexasBrine				
2068	53:47.5	30.01222007	-91.13245888	15N 	680114	3321608	919	-1.4	Located Deep Event	40	130	60					
2069	09:05.8	30.01062019	-91.14180849	15N 	679215	3321416	1038	-1.75	Located Deep Event	50	30	20	TexasBrine				
2070	44:34.8	30.00801453	-91.14257235	15N 	679146	3321126	80	-1.06	Located Shallow Event	90	100	40	TexasBrine				
2071	11:09.5	30.01131251	-91.13208195	15N 	680152	3321508	1407	-1.12	Located Deep Event	50	160	70					
2072	43:27.1	30.01260778	-91.13244125	15N 	680115	3321651	899	-1.73	Located Deep Event	40	120	60					
2073	08:18.5	30.00901104	-91.13902917	15N 	679486	3321242	1379	-1.29	Located Deep Event	90	70	20	TexasBrine				
2074	08:32.5	30.00888887	-91.13932171	15N 	679458	3321228	1477	-0.97	Located Deep Event	110	80	30	TexasBrine				
2075	08:38.8	30.00913262	-91.13997025	15N 	679395	3321254	1387	-1.21	Located Deep Event	140	90	30	TexasBrine				
2076	58:51.6	30.00932493	-91.14144908	15N 	679252	3321273	60	-0.99	Located Shallow Event	20	20	0	TexasBrine				
2077	23:25.3	30.01121198	-91.14154865	15N 	679239	3321482	240	-2.18	Located Shallow Event	40	40	20	TexasBrine				
2078	10:37.3	30.01206962	-91.13139392	15N 	680217	3321593	995	0.9	Located Deep Event	30	150	60					
2079	07:03.6	30.00788239	-91.13896731	15N 	679494	3321117	1846	-1.32	Located Deep Event	240	160	30	TexasBrine				
2080	08:13.6	30.0091838	-91.13976197	15N 	679415	3321260	1453	-1.24	Located Deep Event	90	70	30	TexasBrine				
2081	03:25.5	30.01018621	-91.14174401	15N 	679222	3321368	1037	-2.12	Located Deep Event	60	50	40	TexasBrine				
2082	10:08.4	30.01437099	-91.13144407	15N 	680208	3321848	1881	-1.21	Located Deep Event	90	240	100					
2083	44:02.2	30.01087959	-91.14037305	15N 	679353	3321447	1080	-1.94	Located Deep Event	60	50	40	TexasBrine				
2084	11:26.2	30.01089524	-91.13192391	15N 	680168	3321462	1679	-1.35	Located Deep Event	110	220	100					
2085	01:33.6	30.00951928	-91.143073	15N 	679095	3321292	699	-2	Located Deep Event	20	30	20	TexasBrine				
2086	51:41.2	30.01142626	-91.14138916	15N 	679254	3321506	243	-1.32	Located Shallow Event	30	40	20	TexasBrine				
2087	51:12.8	30.01013085	-91.13082901	15N 	680275	3321379	1758	-1.1	Located Deep Event	100	230	80					
2088	08:05.4	30.00877006	-91.13985262	15N 	679407	3321214	1438	-0.64	Located Deep Event	100	70	30	TexasBrine				
2089	09:31.6	30.00871653	-91.13989508	15N 	679403	3321208	1908	-0.58	Located Deep Event	170	140	30	TexasBrine				
2090	34:55.4	30.00970329	-91.14268601	15N 	679132	3321313	139	-1.36	Located Shallow Event	80	80	50	TexasBrine				
2091	14:20.2	30.01198359	-91.13105343	15N 	680250	3321584	1154	-1.48	Located Deep Event	40	160	70					
2092	57:04.6	30.00782984	-91.14355023	15N 	679052	3321104	1458	-1.36	Located Deep Event	120	110	190	TexasBrine				
2093	24:29.0	30.00990148	-91.14330431	15N 	679072	3321334	180	-1.38	Located Shallow Event	70	70	60	TexasBrine				
2094	59:38.3	30.01121271	-91.14160047	15N 	679234	3321482	240	-1.88	Located Shallow Event	20	30	10	TexasBrine				
2095	58:10.9	30.01323671	-91.13352836	15N 	680009	3321719	1006	-0.89	Located Deep Event	60	150	80					
2096	09:23.0	30.01143349	-91.13170648	15N 	680188	3321522	1131	-1.63	Located Deep Event	40	160	70					
2097	11:14.2	30.00716187	-91.14480663	15N 	678932	3321028	1200	-1.44	Located Deep Event	110	270	300	TexasBrine				
2098	15:24.9	30.01091578	-91.13209976	15N 	680151	3321464	1356	-1.43	Located Deep Event	70	180	90					
2099	16:32.7	30.0112553	-91.13186532	15N 	680173	3321502	1515	-1	Located Deep Event	60	170	70					
2100	06:12.4	30.00901173	-91.14163115	15N 	679235	3321238	1660	-1.28	Located Deep Event	130	90	110	TexasBrine				
2101	40:33.3	30.01185968	-91.13312911	15N 	680050	3321567	775	-1.83	Located Deep Event	40	100	50					
2102	21:38.7	30.0094266	-91.1428985	15N 	679112	3321282	160	-1.26	Located Shallow Event	50	50	60	TexasBrine				
2103	18:08.8	30.00956438	-91.14307216	15N 	679095	3321297	280	-0.61	Located Shallow Event	30	50	20	TexasBrine				
2104	18:49.6	30.0097635	-91.14247756	15N 	679152	3321320	195	-1.02	Located Shallow Event	50	70	60	TexasBrine				
2105	04:53.6	30.00911095	-91.1416293	15N 	679235	3321249	80	-0.51	Located Shallow Event	100	80	50	TexasBrine				
2106	06:40.2	30.00892149	-91.14290791	15N 	679112	3321226	217	-1.49	Located Shallow Event	20	90	80	TexasBrine				
2107	09:43.4	30.00970329	-91.14268601	15N 	679132	3321313	140	-1.23	Located Shallow Event	80	90	50	TexasBrine				
2108	24:48.8	30.00896999	-91.14187036	15N 	679212	3321233	60	-0.99	Located Shallow Event	100	80	40	TexasBrine				
2109	20:34.1	30.00978395	-91.14009286	15N 	679382	3321326	1214	-1.91	Located Deep Event	60	50	30	TexasBrine				
2110	06:36.7	30.0111897	-91.14124843	15N 	679268	3321480	242	-1.88	Located Shallow Event	50	50	30	TexasBrine				
2111	58:20.3	30.01412516	-91.12684573	15N 	680652	3321828	1300	-1.11	Located Deep Event	50	260	90					
2112	58:53.5	30.01323827	-91.12665506	15N 	680672	3321730	1500	-0.91	Located Deep Event	20	220	70					
2113	59:17.8	30.01292814	-91.12831959	15N 	680512	3321693	1640	-1.45	Located Deep Event	20	200	60					
2114	59:46.0	30.01346983	-91.12644337	15N 	680692	3321756	1520	-0.93	Located Deep Event	20	250	80					
2115	25:08.0	30.01234959	-91.13268452	15N 	680092	3321622	941	-1.18	Located Deep Event	20	90	30					
2116	25:17.2	30.01201291	-91.1324835	15N 	680112	3321585	939	-1.78	Located Deep Event	20	100	30					
2117	32:51.5	30.00540617	-91.14442466	15N 	678972	3320834	1600	-1.22	Located Deep Event	170	260	410	TexasBrine				
2118	35:03.1	30.00861505	-91.14229163	15N 	679172	3321193	60	-0.98	Located Shallow Event	110	160	10	TexasBrine				
2119	31:44.8	30.01224449	-91.13227182	15N 	680132	3321611	860	-1.51	Located Deep Event	20	100	40					
2120	41:57.3	30.00411802	-91.11977763	15N 	681352	3320730	1076	0	Located Deep Event	110	280	80					
2121	29:16.8	30.0127017	-91.13206628	15N 	680151	3321662	981	-1.64	Located Deep Event	10	70	30					
2122	00:14.7	30.01383048	-91.12642622	15N 	680693	3321796	1600	-0.83	Located Deep Event	20	250	80					
2123	26:18.7	30.00770941	-91.14396713	15N 	679012	3321090	1020	-1.39	Located Deep Event	20	50	50	TexasBrine				
2124	04:19.2	30.00893367	-91.14249302	15N 	679152	3321228	180	-0.46	Located Shallow Event	10	50	10	TexasBrine				
2125	04:26.1	30.00859677	-91.14291396	15N 	679112	3321190	201	-0.96	Located Shallow Event	0	30	10	TexasBrine				
2126	12:09.6	30.01129957	-91.14008531	15N 	679380	3321494	140	-1.44	Located Shallow Event	170	250	40	TexasBrine				
2127	38:22.3	30.00953508	-91.14227448	15N 	679172	3321295	160	-0.89	Located Shallow Event	40	70	20	TexasBrine				
2128	22:22.4	30.0094717	-91.14289766	15N 	679112	3321287	100	-1.35	Located Shallow Event	40	30	30	TexasBrine				
2129	39:35.3	30.01154331	-91.14073387	15N 	679317	3321520	1819	-1.39	Located Deep Event	120	100	160	TexasBrine				
2130	19:08.3	30.0138093	-91.12747368	15N 	680592	3321792	1580	-0.91	Located Deep Event	40	230	70					
2131	33:20.6	30.00984516	-91.14123204	15N 	679272	3321331	80	-1.4	Located Shallow Event	0	0	0	TexasBrine				
2132	18:11.1	30.00966192	-91.14039577	15N 	679353	3321312	1178	-2.34	Located Deep Event	90	80	40	TexasBrine				
2133	02:09.9	30.01063866	-91.14183924	15N 	679212	3321418	1040	-1.8	Located Deep Event	50	30	20	TexasBrine				
2134	42:04.1	30.00978234	-91.13997886	15N 	679393	3321326	1173	-1.16	Located Deep Event	60	40	30	TexasBrine				
2135	42:13.7	30.00992481	-91.14048416	15N 	679344	3321341	1215	-1.38	Located Deep Event	70	50	30	TexasBrine				
2136	42:19.9	30.00940857	-91.13970594	15N 	679420	3321285	1297	-1.29	Located Deep Event	80	60	30	TexasBrine				
2137	47:30.1	30.01075486	-91.13984667	15N 	679404	3321434	1700	-1.53	Located Deep Event	220	160	40	TexasBrine				
2138	10:47.3	30.00935127	-91.14331456	15N 	679072	3321273	120	-0.64	Located Shallow Event	50	60	40	TexasBrine				
2139	09:53.2	30.01181883	-91.14043846	15N 	679345	3321551	884	-2.03	Located Deep Event	30	40	20	TexasBrine				
2140	22:18.2	30.01085161	-91.13202839	15N 	680158	3321457	1457	-1.08	Located Deep Event	60	180	70					
2141	22:24.3	30.01087419	-91.13044187	15N 	680311	3321462	1419	-1.47	Located Deep Event	70	220	110					
2142	23:05.5	30.00850908	-91.13989896	15N 	679403	3321185	1461	-1.88	Located Deep Event	110	80	30	TexasBrine				
2143	02:49.1	30.01251497	-91.12908413	15N 	680439	3321646	1300	-1.07	Located Deep Event	50	210	90					
2144	02:58.0	30.01296154	-91.12876474	15N 	680469	3321696	1324	-1.01	Located Deep Event	50	200	90					
2145	03:27.7	30.0126396	-91.12960013	15N 	680389	3321659	1279	-1.17	Located Deep Event	40	190	80					
2146	03:41.8	30.01236278	-91.1298023	15N 	680370	3321628	1322	-1.46	Located Deep Event	40	180	80					
2147	03:57.3	30.01442271	-91.12936969	15N 	680408	3321857	1421	-0.66	Located Deep Event	60	220	100					
2148	04:10.2	30.01243394	-91.13163589	15N 	680193	3321633	1358	-0.59	Located Deep Event	40	170	70					
2149	45:28.9	30.00901778	-91.14269879	15N 	679132	3321237	80	-0.62	Located Shallow Event	40	30	30	TexasBrine				
2150	03:39.4	30.00943542	-91.14224524	15N 	679175	3321284	161	-1.69	Located Shallow Event	60	90	30	TexasBrine				
2151	22:13.6	30.01007603	-91.1428864	15N 	679112	3321354	160	-1.22	Located Shallow Event	60	50	60	TexasBrine				
2152	39:33.5	30.00890345	-91.14290825	15N 	679112	3321224	203	-1.49	Located Shallow Event	20	100	50	TexasBrine				
2153	04:56.4	30.01042487	-91.14267256	15N 	679132	3321393	140	-0.39	Located Shallow Event	70	80	60	TexasBrine				
2154	08:09.9	30.00754121	-91.14355561	15N 	679052	3321072	180	-1.2	Located Shallow Event	30	100	20	TexasBrine				
2155	38:21.2	30.00969427	-91.14268618	15N 	679132	3321312	130	-0.67	Located Shallow Event	90	110	60	TexasBrine				
2156	28:46.5	30.00948805	-91.14022278	15N 	679370	3321293	1427	-0.94	Located Deep Event	110	70	30	TexasBrine				
2157	15:14.9	30.01056449	-91.14042039	15N 	679349	3321412	1114	-1.93	Located Deep Event	60	60	40	TexasBrine				
2158	30:38.2	30.00828985	-91.14354166	15N 	679052	3321155	1420	-1.64	Located Deep Event	110	120	200	TexasBrine				
2159	46:26.7	30.00543933	-91.14421672	15N 	678992	3320838	961	-1.97	Located Deep Event	40	170	110	TexasBrine				
2160	59:50.0	30.01312468	-91.12754875	15N 	680586	3321716	1338	-1.2	Located Deep Event	50	220	100					
2161	00:03.6	30.01253711	-91.12620174	15N 	680717	3321653	1457	-1.24	Located Deep Event	50	280	130					
2162	00:14.5	30.01444648	-91.12660125	15N 	680675	3321864	1438	-1.16	Located Deep Event	60	260	120					
2163	00:22.6	30.01446422	-91.12658018	15N 	680677	3321866	1481	-1.23	Located Deep Event	60	280	130					
2164	25:03.7	30.00827791	-91.14333456	15N 	679072	3321154	1403	-1.17	Located Deep Event	110	100	160	TexasBrine				
2165	03:32.0	30.01321772	-91.12647921	15N 	680689	3321728	1314	-0.66	Located Deep Event	50	240	110					
2166	04:20.8	30.01338336	-91.12543941	15N 	680789	3321748	1397	-0.67	Located Deep Event	50	260	110					
2167	04:31.6	30.01517207	-91.12560273	15N 	680770	3321946	1563	-0.34	Located Deep Event	70	270	130					
2168	04:38.1	30.01508732	-91.1266203	15N 	680672	3321935	1503	-0.47	Located Deep Event	70	260	110					
2169	05:05.4	30.01281801	-91.12755451	15N 	680586	3321682	1539	-0.67	Located Deep Event	50	240	100					
2170	15:48.2	30.01153201	-91.13102043	15N 	680254	3321534	1404	-1.24	Located Deep Event	40	180	80					
2171	17:37.0	30.01118034	-91.13166976	15N 	680192	3321494	1574	-1.6	Located Deep Event	70	180	70					
2172	56:31.8	30.00803822	-91.1315006	15N 	680214	3321146	1262	-1.37	Located Deep Event	70	140	60					
2173	15:15.5	30.01204237	-91.13201644	15N 	680157	3321589	909	-1.93	Located Deep Event	30	130	60					
2174	15:19.0	30.01284009	-91.13228139	15N 	680130	3321677	861	-1.9	Located Deep Event	50	120	60					
2175	11:53.6	30.00763725	-91.14396847	15N 	679012	3321082	1228	-1.81	Located Deep Event	50	110	150	TexasBrine				
2176	17:19.9	30.00994542	-91.14002765	15N 	679388	3321344	1153	-1.76	Located Deep Event	60	50	30	TexasBrine				
2177	17:20.8	30.00998663	-91.14038971	15N 	679353	3321348	1140	-1.93	Located Deep Event	60	50	20	TexasBrine				
2178	28:13.9	30.00985567	-91.14006042	15N 	679385	3321334	1230	-1.12	Located Deep Event	70	60	30	TexasBrine				
2179	28:16.7	30.00991213	-91.14022523	15N 	679369	3321340	1252	-1.13	Located Deep Event	80	50	30	TexasBrine				
2180	28:27.7	30.00985772	-91.14020552	15N 	679371	3321334	1401	-0.84	Located Deep Event	80	70	20	TexasBrine				
2181	28:52.9	30.00936368	-91.14035987	15N 	679357	3321279	1420	-0.99	Located Deep Event	110	90	40	TexasBrine				
2182	29:26.4	30.01016776	-91.14043816	15N 	679348	3321368	1636	-0.62	Located Deep Event	140	100	30	TexasBrine				
2183	29:29.5	30.01015874	-91.14043833	15N 	679348	3321367	1601	-1.05	Located Deep Event	120	100	20	TexasBrine				
2184	31:36.8	30.01066365	-91.13850071	15N 	679534	3321426	1826	-0.85	Located Deep Event	170	140	40	TexasBrine				
2185	32:23.3	30.00990788	-91.13992468	15N 	679398	3321340	2025	-0.72	Located Deep Event	230	160	30	TexasBrine				
2186	33:54.0	30.01060285	-91.13994281	15N 	679395	3321417	1829	-1.59	Located Deep Event	170	140	30	TexasBrine				
2187	54:23.9	30.00970329	-91.14268601	15N 	679132	3321313	122	-0.91	Located Shallow Event	80	50	50	TexasBrine				
2188	21:47.2	30.00895464	-91.14269996	15N 	679132	3321230	262	-1.82	Located Shallow Event	20	90	20	TexasBrine				
2189	21:06.3	30.01099682	-91.14164597	15N 	679230	3321458	260	-1.9	Located Shallow Event	30	40	20	TexasBrine				
