1-no,2-depth,3-lat,4-lon,5-maxampZ,6-maxampX,7-maxampY,8-slopZ,9-slopeX,10-slopeY,11-spectralcentZ,12-speccenX,13-speccentY,14-maximumfrequencyampZ,15-rec,16-az,17-dip,18-dd_re,19-dipp,20-DR,21-crossdeep,22-crossshallow,23-Otsu,24-cwtDEEP(meancc),25-cwtSHAL(meancc),26-cwtDEEP(pickcc),27-cwtSHAL(pickcc),28-semblanceDEEP,29-semblanceSHAL,class
801,80,30.01,-91.142,6.43E+05,6.93E+05,6.78E+05,3584.5,2898.6,3025.9,119.24,109.44,109.74,434.85,0.75234,-59.354,19.794,0.25477,0.33863,-0.0037617,0.14967,0.15647,88,0.061634,0.055968,201,174,0.5047,2715,shallow
802,80,30.01,-91.142,1.56E+05,2.42E+05,1.37E+05,821.61,1309.1,374.16,112.8,109.77,97.711,137.22,0.78703,-41.502,7.7585,0.10625,0.135,-0.0039352,0.14531,0.15387,118,0.058099,0.048962,197,172,0.525,2448,shallow
803,80,30.01,-91.142,1923.6,1176.5,1959.8,34.993,22.556,37.66,136.45,113.94,110.54,1.1166,0.75329,-68.137,36.442,0.44746,0.59401,0.0037664,0.13771,0.18653,86,0.06698,0.061094,195,172,0.5351,2554,shallow
804,80,30.01,-91.142,10315,20156,17420,26.602,54.826,65.506,104.44,105.81,130.37,43.784,0.77255,-85.868,81.374,0.76381,0.98869,0.0038628,0.1166,0.40589,103,0.063827,0.058976,180,152,0.5109,3040,shallow
805,80,30.01,-91.142,55528,1.06E+05,23619,139.74,289.52,67.687,92.389,84.499,143.76,133.1,0.99665,-89.826,2.1278,0.037005,0.037129,-0.0049832,0.095656,0.17241,125,0.052805,0.050918,196,169,0.5236,3084,shallow
806,80,30.01,-91.142,1097.1,1416.9,701.26,2.4865,3.9325,1.766,114.82,117.56,126.89,1.4499,0.9612,42.83,-0.28954,0.0048573,0.0050533,-0.004806,0.11777,0.19924,108,0.063397,0.060409,197,171,0.4938,2433,shallow
807,80,30.01,-91.142,4916.4,12477,10361,8.0835,28.527,18.662,93.8,86.81,109.47,24.61,0.90173,53.93,85.743,0.89925,0.99724,0.0045087,0.09211,0.53562,108,0.060144,0.057002,179,151,0.5025,4003,shallow
808,80,30.01,-91.142,342.17,199.63,256.83,5.4177,1.2192,4.5163,105.34,114.49,116.72,0.37523,0.78028,-74.724,54.246,0.63322,0.81153,0.0039014,0.2135,0.080222,109,0.060881,0.055429,206,176,0.5173,2962,shallow
809,80,30.011,-91.142,1.33E+05,1.46E+05,1.77E+05,211.15,435.12,549.96,82.869,109.93,110.61,379.84,0.95548,-42.076,1.6243,0.027083,0.028345,-0.0047774,0.10997,0.19537,123,0.048636,0.045456,193,167,0.4989,2584,shallow
810,80,30.011,-91.142,53275,1.16E+05,89280,889.22,1124.1,187.81,109.65,77.237,66.03,56.642,0.75534,5.4315,8.8896,0.11672,0.15453,-0.0037767,0.12896,0.11718,92,0.078948,0.072583,198,246,0.512,2605,shallow
811,80,30.011,-91.142,2449.7,1187.8,2160.9,42.348,19.209,42.173,109.32,126.78,112.3,2.7326,0.75336,-83.268,52.564,0.5982,0.79403,0.0037668,0.12615,0.31616,90,0.071194,0.059892,188,161,0.5005,3290,shallow
812,80,30.011,-91.142,7631.1,31107,21534,19.73,164.98,115.88,71.61,99.783,96.918,9.9186,0.81237,-45.975,-9.6679,0.13643,0.16794,-0.0040619,0.15317,0.198,116,0.066774,0.062177,194,159,0.488,3304,shallow
813,80,30.011,-91.142,1.54E+05,3.12E+05,42710,532.77,1243.2,184.52,71.599,72.654,94.849,433.73,0.9569,-89.814,0.38156,0.0063724,0.0066594,-0.0047845,0.12871,0.36515,115,0.054401,0.050589,193,165,0.4986,2969,shallow
814,80,30.011,-91.142,2762,5262.9,3403,12.986,23.283,15.748,96.64,77.376,99.017,2.5686,0.93025,-7.8894,7.5238,0.12181,0.13094,-0.0046513,0.11229,0.23333,95,0.068836,0.065722,190,163,0.4952,2620,shallow
815,80,30.011,-91.142,4548.3,13699,15263,6.445,27.273,48.859,66.779,95.417,94.502,21.116,0.80985,-29.089,11.747,0.16488,0.20359,-0.0040493,0.14992,0.25024,106,0.070306,0.071456,196,171,0.4928,2895,shallow
816,80,30.011,-91.142,880.73,190.9,479.2,11.947,2.5701,1.1106,73.279,96.269,61.728,0.84448,0.95417,-74.5,71.733,0.90609,0.94961,0.0047709,0.21563,0.13451,115,0.052521,0.046108,203,175,0.516,3132,shallow
817,80,30.009,-91.142,7.96E+05,8.06E+05,7.07E+05,1566.2,1908.2,2653.4,74.979,94.164,112.97,2219.2,0.87339,88.207,24.722,0.36526,0.41821,-0.0043669,0.089284,0.37983,93,0.052105,0.050767,190,163,0.4991,3185,shallow
818,80,30.009,-91.142,1.34E+05,1.77E+05,1.08E+05,1728.6,872.67,539.17,130.45,87.69,126.5,163.93,0.76405,38.969,66.795,0.70224,0.9191,0.0038202,0.13956,0.14793,91,0.076653,0.070194,198,169,0.5295,3311,shallow
819,80,30.009,-91.142,3722.8,3152.8,2771,57.272,62.492,44.349,142.57,98.387,128.7,2.9036,0.69955,50.836,62.665,0.62143,0.88834,0.0034977,0.16046,0.27236,100,0.074481,0.063299,193,168,0.4816,2648,shallow
820,80,30.009,-91.142,26464,41342,23313,38.642,79.818,42.049,77.319,103.43,91.023,147.15,0.87575,43.221,70.299,0.82449,0.94146,0.0043788,0.044021,0.83578,124,0.056795,0.054092,176,149,0.5032,3744,shallow
821,80,30.009,-91.142,2.76E+05,6.64E+05,2.16E+05,1243.2,3515.4,995.95,130.11,130.42,135.5,158.61,0.99444,-89.693,0.65499,0.011368,0.011432,-0.0049722,0.22567,0.13466,113,0.060109,0.054353,197,169,0.4964,3273,shallow
822,80,30.009,-91.142,21791,13543,10148,124.83,87.107,57.241,110.38,109.08,137.12,18.571,0.80164,29.357,23.24,0.31631,0.39459,-0.0040082,0.13742,0.36657,112,0.06202,0.054368,190,164,0.4839,2761,shallow
823,80,30.009,-91.142,6979.5,14436,17282,11.804,36.93,50.387,67.635,102.3,83.591,36.588,0.73171,22.226,84.5,0.72835,0.9954,0.0036586,0.16489,0.42053,110,0.064105,0.058534,178,150,0.5082,3247,shallow
824,80,30.009,-91.142,566.29,339.78,557.77,6.6693,6.356,10.733,120.33,134.19,133.89,0.33518,0.81588,-52.351,47.08,0.59747,0.73231,0.0040794,0.13147,0.072543,109,0.058604,0.053057,212,181,0.4613,2575,shallow
825,40,30.009,-91.142,1.51E+06,6.55E+05,1.33E+06,5582.5,2141.7,4541.6,62.777,85.342,68.872,1940.7,0.8599,-48.731,-3.9174,0.058747,0.068318,-0.0042995,0.2059,0.22509,118,0.043402,0.038213,195,169,0.496,3082,shallow
826,40,30.009,-91.142,94943,2.15E+05,1.67E+05,1415.2,745.22,535.02,103.52,73.471,69.579,131.38,0.6719,-7.2075,30.071,0.33667,0.50107,-0.0033595,0.17738,0.16513,91,0.06547,0.058675,198,170,0.5057,2553,shallow
827,40,30.009,-91.142,1071.5,1046.1,1193.2,19.047,14.528,15.371,159.68,125.18,100.96,0.29379,0.47202,-53.039,-11.374,0.093088,0.19721,-0.0023601,0.15289,0.14783,95,0.072673,0.064946,207,171,0.5222,2840,shallow
828,40,30.009,-91.142,3017.3,7444.4,8959.5,11.58,17.002,19.786,86.805,75.517,58.109,11.293,0.85958,-18.168,-1.8379,0.027569,0.032073,-0.0042979,0.1621,0.36698,102,0.060699,0.0596,184,156,0.5103,3260,shallow
829,40,30.009,-91.142,6543.4,21775,18427,35.732,104.89,90.254,113.23,102,86.284,6.7761,0.51884,28.983,22.627,0.19962,0.38473,-0.0025942,0.11264,0.19083,112,0.064094,0.058486,208,182,0.499,3304,shallow
830,40,30.009,-91.142,5047.3,9508.8,9113.7,13.797,41.488,39.163,151.54,80.636,71.56,13.658,0.60929,3.1066,-1.5067,0.016021,0.026295,-0.0030464,0.1296,0.3295,101,0.06711,0.065948,193,159,0.4999,3465,shallow
831,40,30.009,-91.142,67273,85100,54735,240.85,314.19,176.44,109.78,97.618,79.977,104.62,0.99086,89.067,0.54439,0.0094144,0.0095012,-0.0049543,0.1867,0.15075,119,0.052074,0.04802,195,168,0.4996,2584,shallow
832,40,30.009,-91.142,1744.1,2087.8,1077,7.6288,9.2142,6.053,86.229,88.197,77.946,2.1979,0.77223,-75.061,6.1134,0.08224,0.1065,-0.0038611,0.19101,0.16251,108,0.064837,0.06005,200,168,0.5121,2829,shallow
833,40,30.009,-91.142,5274.4,10312,11318,12.988,78.334,33.231,90.728,87.469,71.435,29.914,0.55951,-40.079,80.569,0.55194,0.98648,0.0027975,0.075376,0.38473,127,0.07619,0.068555,184,154,0.498,2612,shallow
834,40,30.009,-91.142,241.35,163.75,239.29,2.7677,3.0758,4.0034,115.05,173.47,105.97,0.21631,0.68988,20.727,58.469,0.58803,0.85236,0.0034494,0.26167,0.14018,117,0.05599,0.047857,205,178,0.5039,2580,shallow
835,60,30.009,-91.142,8.58E+05,4.33E+05,5.24E+05,2259.6,1547.2,2072.2,57.458,108.27,103.59,2958.9,0.66666,-33.043,-7.9912,0.09268,0.13902,-0.0033333,0.04873,0.514,93,0.052374,0.048597,188,162,0.5039,2682,shallow
836,60,30.009,-91.142,90928,4.52E+05,1.12E+05,3922.9,1536.2,420.17,129.24,67.226,100.41,43.967,0.94035,1.3103,4.2558,0.069783,0.07421,-0.0047017,0.10829,0.1919,91,0.072447,0.064117,190,164,0.5523,2545,shallow
837,60,30.009,-91.142,4456.8,2393.4,3855.8,110.78,7.2625,100.94,109.94,78.092,101.2,9.0005,0.77239,-71.182,66.474,0.70819,0.91688,0.0038619,0.091627,0.43496,123,0.075496,0.06269,189,162,0.4767,2858,shallow
838,60,30.009,-91.142,26044,51506,1.09E+05,66.297,265.7,439.35,56.941,110.63,54.118,181.98,0.74021,86.798,20.555,0.25989,0.3511,-0.003701,0.06494,0.70143,102,0.063411,0.057313,176,149,0.4982,3035,shallow
839,60,30.009,-91.142,1.14E+05,2.16E+05,75677,371.64,616.64,219.07,98.451,95.535,95.495,235.37,0.99834,-89.582,0.14133,0.0024626,0.0024667,-0.0049917,0.14664,0.18118,120,0.062031,0.059268,193,165,0.507,2772,shallow
840,60,30.009,-91.142,3635.8,4934,3615.6,13.321,14.492,9.6676,100.91,83.088,93.319,4.2628,0.77276,84.697,-3.447,0.046463,0.060126,-0.0038638,0.19059,0.19308,106,0.068243,0.064744,198,174,0.4985,3658,shallow
841,60,30.009,-91.142,20396,30486,35093,32.68,84.046,100.75,61.994,83.167,84.402,157.98,0.93882,87.945,25.108,0.39837,0.42433,-0.0046941,0.076989,0.81249,126,0.068668,0.064448,176,149,0.511,2746,shallow
842,60,30.009,-91.142,2241.6,571.93,542.89,26.448,1.82,10.463,83.81,70.303,120.82,2.8983,0.97373,-18.743,83.69,0.96783,0.99394,0.0048686,0.25384,0.17171,120,0.05149,0.044217,201,175,0.5118,2963,shallow
843,40,30.011,-91.142,5.87E+05,7.45E+05,6.05E+05,6935.7,9579.3,7814,123.61,133.91,121.35,643.18,0.66007,75.075,-44.053,0.45896,0.69532,0.0033004,0.13959,0.2649,88,0.062089,0.055918,192,165,0.5055,2754,shallow
844,40,30.011,-91.142,3.34E+05,1.90E+05,1.38E+05,7243.3,1503.1,3215.9,143.84,89.273,135.5,42.265,0.7995,-18.308,80.791,0.78919,0.98711,0.0039975,0.10611,0.084248,87,0.051407,0.044745,226,201,0.4991,2684,shallow
845,40,30.011,-91.142,3401.9,1767.6,2128.1,75.522,6.2481,42.487,124.9,90.228,133.92,3.2353,0.88789,53.63,65.751,0.80955,0.91177,0.0044395,0.17936,0.30519,120,0.072396,0.060333,194,167,0.5311,2663,shallow
846,40,30.011,-91.142,1.33E+05,96338,45734,527.25,452.55,189.77,88.165,125.77,147.63,159.64,0.9983,89.973,-0.17878,0.003115,0.0031204,-0.0049915,0.14988,0.36337,125,0.049157,0.047135,188,161,0.5163,2613,shallow
847,40,30.011,-91.142,2047.9,1910,1359.3,6.5806,3.8344,5.6916,100.11,109.59,120.47,6.3256,0.98683,26.281,0.97075,0.016719,0.016942,-0.0049341,0.095615,0.41221,102,0.05955,0.058112,182,156,0.4851,3251,shallow
848,40,30.011,-91.142,4659.8,4982.7,8555.3,9.4464,28.048,27.338,136.26,74.876,112.81,45.59,0.88708,-86.978,2.0139,0.031174,0.035143,-0.0044354,0.092759,0.56989,125,0.070787,0.065199,179,151,0.4925,2831,shallow
849,40,30.011,-91.142,173.56,154.37,216.5,3.0567,0.75272,0.92991,140.42,134.83,121.05,0.070995,0.79957,44.839,41.643,0.5313,0.66448,0.0039979,0.13973,0.082175,107,0.071326,0.063046,210,181,0.5155,3051,shallow
850,120,30.009,-91.144,1.77E+06,8.06E+05,9.23E+05,6222,3673,3734.5,66.504,138.79,107.44,3245.9,0.75981,-83.727,16.329,0.21362,0.28115,-0.0037991,0.072325,0.4104,119,0.05498,0.047666,190,163,0.4988,2685,shallow
851,120,30.009,-91.144,2.62E+05,4.26E+05,2.34E+05,866.95,1549.1,4796.7,105.47,87.641,94.457,409.5,0.80219,-38.485,44.686,0.56412,0.70322,0.0040109,0.13258,0.26416,119,0.068887,0.058981,193,164,0.493,3251,shallow
852,120,30.009,-91.144,3925.8,2790.4,3539.4,60.207,10.534,52.979,139.81,94.732,115.04,1.115,0.87263,-72.882,62.069,0.77098,0.88351,0.0043632,0.17079,0.16943,94,0.078576,0.067186,194,158,0.5468,2754,shallow
853,120,30.009,-91.144,40188,62255,68598,185.58,555.44,565.97,136.97,103.02,80.167,314.42,0.92581,-16.248,5.8662,0.094623,0.10221,-0.0046291,0.075941,0.56083,135,0.065722,0.056631,179,151,0.4958,3290,shallow
854,120,30.009,-91.144,3.47E+05,4.88E+05,2.30E+05,917.68,1307.7,632.58,108.12,93.508,96.735,209.97,0.91656,82.511,-3.8505,0.061549,0.067153,-0.0045828,0.12919,0.1702,90,0.065843,0.065858,204,175,0.7079,5900,shallow
855,120,30.009,-91.144,5588.6,6133.4,6491.9,13.816,14.788,16.081,88.13,85.348,93.185,8.9343,0.96126,31.453,3.0581,0.051282,0.053348,-0.0048063,0.095688,0.31864,105,0.072232,0.069112,175,146,0.499,3365,shallow
856,120,30.009,-91.144,21292,29205,45681,54.408,96.473,483.65,64.274,78.736,139,217.84,0.93978,-82.614,4.478,0.073375,0.078077,-0.0046989,0.066968,0.82106,130,0.073545,0.061568,178,151,0.5013,3426,shallow
857,120,30.009,-91.144,1238.1,401.02,473.65,10.172,3.3708,3.5297,92.119,101.67,122.47,1.9138,0.87162,-80.674,71.923,0.8286,0.95064,0.0043581,0.25114,0.19514,114,0.052145,0.046084,203,177,0.5061,2749,shallow
858,60,30.011,-91.141,2.77E+06,2.33E+06,3.10E+06,11289,76586,13257,77.638,111.08,93.023,3566.1,0.684,-30.869,17.085,0.20095,0.29379,-0.00342,0.2044,0.23016,118,0.048942,0.041309,195,169,0.5241,2652,shallow
859,60,30.011,-91.141,4.16E+05,5.02E+05,4.89E+05,6497.2,1595.5,1526.5,127.02,86.578,83.321,353.27,0.85872,-74.336,43.35,0.58947,0.68645,0.0042936,0.11863,0.14753,90,0.074153,0.065764,197,169,0.4793,3068,shallow
860,60,30.011,-91.141,4688.8,2317.2,3274.7,78.617,8.9223,41.797,138.08,96.689,124.6,4.4601,0.63723,37.686,63.732,0.57143,0.89674,0.0031861,0.14479,0.37128,104,0.077401,0.064573,188,161,0.5102,2593,shallow
861,60,30.011,-91.141,6126.4,15281,24584,13.881,43.529,65.856,155.51,147.78,113.76,20.616,0.79787,3.8923,-0.50082,0.0069741,0.0087408,-0.0039894,0.10261,0.4165,119,0.073712,0.071072,181,152,0.7087,5746,shallow
862,60,30.011,-91.141,11655,31354,20312,47.273,64.894,76.993,78.562,67.982,70.743,42.309,0.77613,-9.4147,8.2987,0.11202,0.14433,-0.0038807,0.060861,0.39205,108,0.07189,0.06606,180,151,0.495,3135,shallow
863,60,30.011,-91.141,1.34E+05,2.11E+05,45466,578.77,994.16,165.17,105.81,116.73,104.49,50.519,0.99846,-89.695,-0.22948,0.0039989,0.0040051,-0.0049923,0.11308,0.085856,93,0.059896,0.057518,219,191,0.4865,3391,shallow
864,60,30.011,-91.141,3788.2,2503.8,1777.2,8.24,5.6232,8.5116,84.102,89.53,108.67,17.726,0.98311,42.721,-0.58462,0.010031,0.010203,-0.0049155,0.12619,0.63517,107,0.073912,0.069393,174,146,0.4945,2863,shallow
865,60,30.011,-91.141,7970.5,12001,13685,32.471,86.721,60.826,90.066,115.75,126.08,81.733,0.68749,-51.438,-0.18043,0.0021649,0.003149,-0.0034375,0.054777,0.5572,107,0.070012,0.063669,178,149,0.5086,2615,shallow
866,60,30.011,-91.141,855.85,342.52,396.14,9.1906,2.929,1.2037,109.24,136.02,137.55,1.1659,0.90683,-15.848,81.087,0.89588,0.98792,0.0045342,0.19753,0.15143,117,0.060197,0.053736,200,171,0.4921,3246,shallow
867,80,30.011,-91.142,1.42E+05,2.22E+05,3.08E+05,392,1186.6,818.56,133.81,144.21,122.89,170.98,0.97083,89.939,-0.61574,0.010433,0.010747,-0.0048542,0.17014,0.19491,118,0.051151,0.045408,194,163,0.5125,2775,shallow
868,80,30.011,-91.142,32709,29730,34041,763.9,102.46,766.95,192.28,136.55,111.68,1.7899,0.76097,-77.423,1.4443,0.019181,0.025206,-0.0038048,0.1222,0.081165,85,0.072287,0.064871,221,189,0.4917,2609,shallow
869,80,30.011,-91.142,528.39,202.99,422.61,12.656,4.356,7.2192,200.47,158.74,173.11,0.083583,0.46431,-81.961,84.759,0.46237,0.99582,0.0023216,0.17232,0.068887,90,0.065059,0.056529,220,168,0.5623,3029,shallow
870,80,30.011,-91.142,2442.7,4884.1,4566.7,5.4258,22.317,13.786,76.138,123.41,92.618,14.661,0.6517,-52.913,72.874,0.62281,0.95566,0.0032585,0.096453,0.7873,102,0.059315,0.053644,177,151,0.496,2533,shallow
871,80,30.011,-91.142,59358,63662,16395,263.84,304.55,75.299,135.84,116.42,123.22,4.7387,0.9951,-88.891,0.79582,0.013821,0.013889,-0.0049755,0.11781,0.10802,88,0.04716,0.045314,195,186,0.498,2938,shallow
872,80,30.011,-91.142,733.9,497.68,480.94,3.6377,2.2614,2.5991,149.92,142.35,148.92,0.22988,0.76535,-88.439,-0.7195,0.0096107,0.012557,-0.0038268,0.14975,0.086202,98,0.055071,0.051671,215,189,0.4964,3054,shallow
873,80,30.011,-91.142,1085.5,2373.2,2419.5,6.2049,12.839,9.5318,80.217,105.56,101.95,4.7202,0.88238,-75.041,-5.527,0.084986,0.096315,-0.0044119,0.1097,0.49557,107,0.095936,0.081129,174,147,0.5013,2791,shallow
874,121,30.011,-91.141,1.43E+06,1.02E+06,4.59E+05,5248.8,3881,1715,66.223,105.53,136.64,2401.3,0.55693,-4.7218,-16.861,0.16154,0.29005,-0.0027847,0.15912,0.40016,123,0.050579,0.04288,190,164,0.5201,3171,shallow
875,121,30.011,-91.141,2.27E+05,3.15E+05,2.86E+05,2573.9,888.98,812.89,99.956,81.139,81.532,316.26,0.76197,73.706,29.984,0.3808,0.49975,-0.0038099,0.12639,0.22452,120,0.059321,0.052247,194,165,0.5045,2778,shallow
876,121,30.011,-91.141,5299.9,2339,3033.2,60.907,26.638,35.064,163.52,145.52,129.95,3.0123,0.93418,-72.104,62.235,0.82662,0.88487,0.0046709,0.14415,0.16054,118,0.063778,0.054539,194,165,0.4945,2914,shallow
877,121,30.011,-91.141,18170,38689,40754,64.317,105.78,217.94,84.192,78.579,121.42,41.766,0.71039,-38.515,-8.1226,0.10037,0.14129,-0.0035519,0.19277,0.35126,101,0.065073,0.059505,179,151,0.5235,3460,shallow
878,121,30.011,-91.141,85666,91157,41910,328.12,361.27,150.02,107.87,111.92,121.3,73.297,0.99547,89.805,-0.53736,0.0093361,0.0093785,-0.0049774,0.27917,0.18415,99,0.060235,0.05836,203,175,0.5175,2405,shallow
879,121,30.011,-91.141,1677.7,1930.4,1614,6.5534,5.5924,5.414,89.011,123.09,125.11,2.5653,0.94575,63.741,1.0926,0.018034,0.019068,-0.0047288,0.13655,0.29544,111,0.067892,0.063024,185,153,0.4981,2638,shallow
880,121,30.011,-91.141,17874,13680,16463,36.447,35.678,49.006,52.811,94.332,84.076,96.154,0.86978,-47.441,22.088,0.32706,0.37603,-0.0043489,0.064947,0.76255,120,0.058667,0.054034,178,151,0.4968,3267,shallow
881,121,30.011,-91.141,747.64,185.1,311.47,6.6992,0.52679,3.2585,85.537,121.63,138.3,0.8001,0.76897,72.026,77.458,0.75062,0.97614,0.0038449,0.18333,0.1506,113,0.055765,0.049921,202,176,0.5199,2517,shallow
882,80,30.01,-91.141,2.33E+06,2.89E+06,1.22E+06,9013.1,9004,3071.9,66.913,103.53,111.67,10529,0.64014,4.2341,-2.493,0.027844,0.043497,-0.0032007,0.090042,0.32482,126,0.052504,0.046943,191,164,0.5085,2784,shallow
883,80,30.01,-91.141,5.59E+05,7.86E+05,2.83E+05,1646.1,2367.1,828.56,87.328,97.342,105.96,790.72,0.78019,84.413,21.874,0.29068,0.37257,-0.003901,0.1641,0.31221,93,0.059258,0.054701,193,165,0.4853,2869,shallow
884,80,30.01,-91.141,10627,6540.9,7776.8,76.089,49.169,22.617,110.18,91.555,108.61,19.737,0.36766,-83.58,77.512,0.35896,0.97634,0.0018383,0.16088,0.35359,120,0.070667,0.05892,191,163,0.5066,2964,shallow
885,80,30.01,-91.141,7565,9898.6,20952,11.437,17.466,38.462,72.793,93.423,101.53,19.947,0.92947,-19.923,-1.5828,0.025674,0.027622,-0.0046474,0.20725,0.32566,109,0.053817,0.050137,203,175,0.4855,3228,shallow
886,80,30.01,-91.141,1.49E+05,1.09E+05,1.03E+05,297.09,335.94,287.88,62.151,106.38,92.047,1118.2,0.93633,73.629,83.037,0.92943,0.99262,0.0046817,0.036232,0.76623,102,0.057312,0.052885,177,150,0.5016,3225,shallow
887,80,30.01,-91.141,6.80E+05,5.78E+05,3.82E+05,1560,1314.2,914.05,108.01,115.78,121.5,357.38,0.99624,-88.889,0.39988,0.0069529,0.0069792,-0.0049812,0.19055,0.16435,100,0.058775,0.056981,199,173,0.4999,2496,shallow
888,80,30.01,-91.141,18415,10088,10446,39.748,23.092,19.901,105.7,127.5,113.72,48.259,0.68622,-85.796,73.548,0.65813,0.95906,0.0034311,0.10858,0.39907,99,0.06331,0.058534,184,158,0.4874,3777,shallow
889,80,30.01,-91.141,70652,54714,79984,103.78,177.42,251.69,85.855,82.546,82.574,771.36,0.49865,-22.875,33.24,0.27333,0.54814,0.0024933,0.049778,0.78484,135,0.052885,0.046394,176,149,0.4925,3894,shallow
890,80,30.01,-91.141,3291.5,625.28,2427,16.661,1.7418,6.5166,77.734,106.8,81.823,7.6966,0.91091,-64.287,68.327,0.84652,0.92931,0.0045546,0.23866,0.1879,115,0.055739,0.049366,201,174,0.51,2601,shallow
891,40,30.009,-91.141,1.30E+05,1.91E+05,1.58E+05,499.93,718.56,502.7,99.579,123.15,128.01,189.31,0.80686,-63.271,17.115,0.23745,0.29429,-0.0040343,0.23399,0.29169,123,0.057095,0.048685,192,164,0.4764,3082,shallow
892,40,30.009,-91.141,38100,45902,30754,134.49,192.6,116.03,105.48,113.56,113.43,39.478,0.69692,-89.013,45.289,0.49528,0.71067,0.0034846,0.18131,0.10085,109,0.064579,0.057718,201,172,0.5264,2667,shallow
893,40,30.009,-91.141,760.37,604.66,502.27,18.875,14.38,12.917,150.63,176.29,149.42,0.11536,0.76206,-57.992,84.326,0.75832,0.9951,0.0038103,0.10462,0.12499,96,0.068688,0.058782,219,190,0.4997,2593,shallow
894,40,30.009,-91.141,2130.3,3980.8,4040.9,10.009,82.243,46.472,77.338,112.84,97.367,9.5096,0.67934,35.989,-6.385,0.075548,0.11121,-0.0033967,0.10025,0.63285,101,0.072446,0.06567,179,152,0.4615,3617,shallow
895,40,30.009,-91.141,62894,1.07E+05,15006,278.31,509.74,70.503,148.77,104.74,161.1,10.856,0.96924,88.939,-0.87251,0.014759,0.015228,-0.0048462,0.15548,0.12278,95,0.050937,0.047846,217,190,0.5011,3375,shallow
896,40,30.009,-91.141,1132.5,723.9,678.11,5.1074,3.6091,3.4358,148.47,150.72,160.45,0.37439,0.96157,78.224,0.24721,0.0041488,0.0043146,-0.0048079,0.16315,0.1111,94,0.052519,0.050373,217,177,0.5067,2580,shallow
897,40,30.009,-91.141,911.74,2983.5,1835.6,2.5089,13.181,26.83,90.901,119.42,119.77,6.7725,0.67449,-78.143,0.38286,0.004507,0.006682,-0.0033724,0.085391,0.50135,105,0.076374,0.06457,178,150,0.4989,3454,shallow
898,60,30.011,-91.141,4.69E+06,2.03E+06,1.81E+06,15058,4449.9,6856.8,62.433,90.252,109.13,11941,0.86079,85.381,47.665,0.63631,0.73922,0.004304,0.10479,0.32991,125,0.046585,0.040798,192,165,0.5048,3392,shallow
899,60,30.011,-91.141,5.34E+05,3.32E+05,5.15E+05,2081.1,1092.2,2130.2,93.838,105.23,81.348,653.02,0.81595,-19.933,32.557,0.4391,0.53814,-0.0040797,0.19043,0.26969,120,0.061184,0.055179,197,166,0.4972,3081,shallow
900,60,30.011,-91.141,12956,6341.8,9793,67.626,34.919,50.77,103.65,84.95,88.858,21.894,0.8462,87.41,26.986,0.38399,0.45378,-0.004231,0.12919,0.43261,120,0.061167,0.052102,189,164,0.5162,3236,shallow
901,60,30.011,-91.141,7432.6,18836,12288,12.93,22.649,23.856,157.39,91.567,107.52,14.688,0.87883,-22.689,1.092,0.016748,0.019058,-0.0043941,0.15134,0.39263,122,0.062648,0.058707,180,153,0.509,3145,shallow
902,60,30.011,-91.141,84151,2.29E+05,2.01E+05,378.04,910.12,801.1,56.233,79.533,74.175,488.42,0.73205,-4.5577,3.2336,0.041293,0.056407,-0.0036602,0.053323,0.70544,125,0.07744,0.063661,178,151,0.4905,2993,shallow
903,60,30.011,-91.141,4.35E+05,6.08E+05,2.57E+05,1114.8,1900.7,650.54,107.49,111.46,102.58,516.38,0.98397,89.034,-0.14507,0.0024914,0.002532,-0.0049199,0.16853,0.19622,94,0.059076,0.056929,195,166,0.5,2663,shallow
904,60,30.011,-91.141,10555,13816,7183,28.901,38.723,23.15,101.07,74.226,104.48,28.686,0.91981,-27.45,32.216,0.49037,0.53312,-0.004599,0.10886,0.34501,105,0.076157,0.071168,175,147,0.5072,2600,shallow
905,60,30.011,-91.141,67271,46753,44663,243.46,326.66,152.48,83.78,78.533,89.27,484.45,0.85733,-50.362,0.69262,0.010364,0.012088,-0.0042867,0.042761,0.74668,115,0.07308,0.061994,176,149,0.5124,2506,shallow
906,60,30.011,-91.141,1154.3,982.73,763.54,5.2719,4.8417,2.7348,116.48,99.83,107.85,1.3761,0.55774,-87.014,32.021,0.29573,0.53023,0.0027887,0.24062,0.14807,118,0.053364,0.047575,201,175,0.5054,2882,shallow
907,80,30.01,-91.141,4.41E+05,6.47E+05,7.86E+05,3707.9,4696.6,2733.7,118.7,156.92,127.63,853.67,0.72935,-19.209,6.8097,0.086481,0.11857,-0.0036467,0.10499,0.42284,93,0.059815,0.053269,186,160,0.5133,2757,shallow
908,80,30.01,-91.141,1.45E+05,1.71E+05,1.61E+05,3442.7,564.65,2484,176.55,105.91,118.29,47.461,0.6927,-89.754,24.941,0.2921,0.42168,-0.0034635,0.11283,0.079508,93,0.06723,0.060066,212,185,0.4454,3097,shallow
909,80,30.01,-91.141,3789.9,1371.8,2331.2,50.534,41.858,34.316,192.62,145.08,163.14,0.92312,0.85096,45.231,78.577,0.83411,0.98019,0.0042548,0.17517,0.099074,91,0.074528,0.064624,207,160,0.4887,2525,shallow
